action	old_id	new_id	scafold
add	genemark-tig00000000-abinit-gene-18.13-mRNA-1	BFRA_006777cc	tig00000000
add	augustus_masked-tig00000000-abinit-gene-21.47-mRNA-1	BFRA_006876ca	tig00000000
add	augustus_masked-tig00000001-abinit-gene-3.57-mRNA-1	BFRA_000105ca	tig00000001
add	augustus_masked-tig00000001-abinit-gene-4.40-mRNA-1	BFRA_000128ca	tig00000001
add	augustus_masked-tig00000001-abinit-gene-9.43-mRNA-1	BFRA_000298ca	tig00000001
add	snap_masked-tig00000001-abinit-gene-11.71-mRNA-1	BFRA_000341ca	tig00000001
add	genemark-tig00000001-abinit-gene-11.21-mRNA-1	BFRA_000341cb	tig00000001
add	genemark-tig00000001-abinit-gene-11.22-mRNA-1	BFRA_000341cc	tig00000001
add	snap_masked-tig00000001-abinit-gene-29.68-mRNA-1	BFRA_000915ca	tig00000001
add	snap_masked-tig00000006-abinit-gene-30.76-mRNA-1	BFRA_002099ca	tig00000006
add	augustus_masked-tig00000006-abinit-gene-9.40-mRNA-1	BFRA_001475ca	tig00000006
add	augustus_masked-tig00000006-abinit-gene-11.53-mRNA-1	BFRA_001517ca	tig00000006
add	augustus_masked-tig00000006-abinit-gene-11.42-mRNA-1	BFRA_001533ca	tig00000006
add	augustus_masked-tig00000006-abinit-gene-18.18-mRNA-1	BFRA_001738ca	tig00000006
add	augustus_masked-tig00000006-abinit-gene-33.51-mRNA-1	BFRA_002175ca	tig00000006
add	augustus_masked-tig00000006-abinit-gene-33.75-mRNA-1	BFRA_002190ca	tig00000006
add	genemark-tig00000012-abinit-gene-9.17-mRNA-1	BFRA_002517ca	tig00000012
add	snap_masked-tig00000012-abinit-gene-23.63-mRNA-1	BFRA_002950ca	tig00000012
add	genemark-tig00000012-abinit-gene-23.23-mRNA-1	BFRA_002950cb	tig00000012
add	augustus_masked-tig00000037-abinit-gene-0.34-mRNA-1	BFRA_011340ca	tig00000037
add	augustus_masked-tig00000037-abinit-gene-2.42-mRNA-1	BFRA_011424ca	tig00000037
add	augustus_masked-tig00000037-abinit-gene-4.40-mRNA-1	BFRA_011475ca	tig00000037
add	augustus_masked-tig00000037-abinit-gene-6.51-mRNA-1	BFRA_011531ca	tig00000037
add	augustus_masked-tig00000045-abinit-gene-0.46-mRNA-1	BFRA_003233ca	tig00000045
add	augustus_masked-tig00000045-abinit-gene-10.66-mRNA-1	BFRA_003547ca	tig00000045
add	augustus_masked-tig00000045-abinit-gene-10.67-mRNA-1	BFRA_003547cb	tig00000045
add	augustus_masked-tig00000050-abinit-gene-5.30-mRNA-1	BFRA_004183ca	tig00000050
add	augustus_masked-tig00000050-abinit-gene-5.31-mRNA-1	BFRA_004183cb	tig00000050
add	genemark-tig00000050-abinit-gene-5.16-mRNA-1	BFRA_004185ca	tig00000050
add	augustus_masked-tig00000050-abinit-gene-5.42-mRNA-1	BFRA_004186ca	tig00000050
add	augustus_masked-tig00000050-abinit-gene-6.48-mRNA-1	BFRA_004217ca	tig00000050
add	genemark-tig00000050-abinit-gene-8.22-mRNA-1	BFRA_004285ca	tig00000050
add	genemark-tig00000050-abinit-gene-8.23-mRNA-1	BFRA_004285cb	tig00000050
add	augustus_masked-tig00000050-abinit-gene-11.34-mRNA-1	BFRA_004367ca	tig00000050
add	augustus_masked-tig00000050-abinit-gene-11.35-mRNA-1	BFRA_004367cb	tig00000050
add	augustus_masked-tig00000050-abinit-gene-24.30-mRNA-1	BFRA_004740ca	tig00000050
add	augustus_masked-tig00000054-abinit-gene-9.37-mRNA-1	BFRA_005060ca	tig00000054
add	augustus_masked-tig00000061-abinit-gene-6.36-mRNA-1	BFRA_008301ca	tig00000061
add	augustus_masked-tig00000061-abinit-gene-6.37-mRNA-1	BFRA_008302ca	tig00000061
add	augustus_masked-tig00000061-abinit-gene-13.40-mRNA-1	BFRA_008534ca	tig00000061
add	augustus_masked-tig00000075-abinit-gene-0.58-mRNA-1	BFRA_005521ca	tig00000075
add	augustus_masked-tig00000075-abinit-gene-1.52-mRNA-1	BFRA_005548ca	tig00000075
add	augustus_masked-tig00000075-abinit-gene-8.45-mRNA-1	BFRA_005740ca	tig00000075
add	augustus_masked-tig00000075-abinit-gene-23.48-mRNA-1	BFRA_006164ca	tig00000075
add	augustus_masked-tig00000101-abinit-gene-4.38-mRNA-1	BFRA_008766ca	tig00000101
add	augustus_masked-tig00000101-abinit-gene-9.45-mRNA-1	BFRA_008947ca	tig00000101
add	augustus_masked-tig00000101-abinit-gene-14.52-mRNA-1	BFRA_009080ca	tig00000101
add	augustus_masked-tig00000101-abinit-gene-14.53-mRNA-1	BFRA_009080cb	tig00000101
add	augustus_masked-tig00000112-abinit-gene-9.26-mRNA-1	BFRA_007844ca	tig00000112
add	snap_masked-tig00000161-abinit-gene-10.69-mRNA-1	BFRA_009496ca	tig00000161
add	augustus_masked-tig00000161-abinit-gene-12.49-mRNA-1	BFRA_009553ca	tig00000161
add	augustus_masked-tig00000161-abinit-gene-13.35-mRNA-1	BFRA_009576ca	tig00000161
add	augustus_masked-tig00000186-abinit-gene-2.31-mRNA-1	BFRA_010090ca	tig00000186
add	augustus_masked-tig00000186-abinit-gene-3.44-mRNA-1	BFRA_010124ca	tig00000186
add	augustus_masked-tig00000186-abinit-gene-10.64-mRNA-1	BFRA_010343ca	tig00000186
add	augustus_masked-tig00000225-abinit-gene-3.26-mRNA-1	BFRA_011172ca	tig00000225
add	augustus_masked-tig00000225-abinit-gene-3.27-mRNA-1	BFRA_011172cb	tig00000225
add	augustus_masked-tig00000225-abinit-gene-7.83-mRNA-1	BFRA_011282ca	tig00000225
add	genemark-tig00000225-abinit-gene-7.28-mRNA-1	BFRA_011285ca	tig00000225
add	snap_masked-tig00000251-abinit-gene-5.52-mRNA-1	BFRA_011746ca	tig00000251
add	augustus_masked-tig00000255-abinit-gene-6.44-mRNA-1	BFRA_011960ca	tig00000255
add	augustus_masked-tig00000274-abinit-gene-3.86-mRNA-1	BFRA_012431ca	tig00000274
add	augustus_masked-tig00000795-abinit-gene-3.52-mRNA-1	BFRA_007035ca	tig00000795
add	genemark-tig00000795-abinit-gene-3.22-mRNA-1	BFRA_007035cb	tig00000795
add	augustus_masked-tig00000795-abinit-gene-3.53-mRNA-1	BFRA_007035cc	tig00000795
add	genemark-tig00000795-abinit-gene-8.32-mRNA-1	BFRA_007195ca	tig00000795
add	genemark-tig00000795-abinit-gene-8.33-mRNA-1	BFRA_007195cb	tig00000795
add	augustus_masked-tig00000795-abinit-gene-12.57-mRNA-1	BFRA_007296ca	tig00000795
add	augustus_masked-tig00000797-abinit-gene-1.46-mRNA-1	BFRA_010415ca	tig00000797
add	genemark-tig00000797-abinit-gene-3.6-mRNA-1	BFRA_010468ca	tig00000797
add	genemark-tig00000797-abinit-gene-3.7-mRNA-1	BFRA_010468cb	tig00000797
add	genemark-tig00000797-abinit-gene-6.3-mRNA-1	BFRA_010564ca	tig00000797
add	augustus_masked-tig00000000-abinit-gene-6.40-mRNA-1	BFRA_006416sa	tig00000000
add	augustus_masked-tig00000000-abinit-gene-8.43-mRNA-1	BFRA_006485sa	tig00000000
add	augustus_masked-tig00000001-abinit-gene-1.39-mRNA-1	BFRA_000050sa	tig00000001
add	augustus_masked-tig00000001-abinit-gene-15.29-mRNA-1	BFRA_000464sa	tig00000001
add	augustus_masked-tig00000001-abinit-gene-3.39-mRNA-1	BFRA_000096sa	tig00000001
add	augustus_masked-tig00000001-abinit-gene-34.34-mRNA-1	BFRA_001065sa	tig00000001
add	augustus_masked-tig00000006-abinit-gene-12.46-mRNA-1	BFRA_001581sa	tig00000006
add	augustus_masked-tig00000006-abinit-gene-19.44-mRNA-1	BFRA_001780sa	tig00000006
add	augustus_masked-tig00000006-abinit-gene-20.32-mRNA-1	BFRA_001796sa	tig00000006
add	augustus_masked-tig00000006-abinit-gene-21.35-mRNA-1	BFRA_001830sa	tig00000006
add	augustus_masked-tig00000006-abinit-gene-23.33-mRNA-1	BFRA_001875sa	tig00000006
add	augustus_masked-tig00000006-abinit-gene-25.58-mRNA-1	BFRA_001947sa	tig00000006
add	augustus_masked-tig00000012-abinit-gene-8.33-mRNA-1	BFRA_002471sa	tig00000012
add	augustus_masked-tig00000037-abinit-gene-3.46-mRNA-1	BFRA_011438sa	tig00000037
add	augustus_masked-tig00000045-abinit-gene-19.35-mRNA-1	BFRA_003782sa	tig00000045
add	augustus_masked-tig00000045-abinit-gene-19.36-mRNA-1	BFRA_003782sb	tig00000045
add	augustus_masked-tig00000045-abinit-gene-2.42-mRNA-1	BFRA_003285sa	tig00000045
add	augustus_masked-tig00000050-abinit-gene-20.40-mRNA-1	BFRA_004638sa	tig00000050
add	augustus_masked-tig00000050-abinit-gene-23.53-mRNA-1	BFRA_004714sa	tig00000050
add	augustus_masked-tig00000050-abinit-gene-24.31-mRNA-1	BFRA_004744sa	tig00000050
add	augustus_masked-tig00000050-abinit-gene-24.36-mRNA-1	BFRA_004759sa	tig00000050
add	augustus_masked-tig00000054-abinit-gene-10.31-mRNA-1	BFRA_005082sa	tig00000054
add	augustus_masked-tig00000054-abinit-gene-19.16-mRNA-1	BFRA_005332sa	tig00000054
add	augustus_masked-tig00000054-abinit-gene-24.89-mRNA-1	BFRA_005492sa	tig00000054
add	augustus_masked-tig00000054-abinit-gene-9.29-mRNA-1	BFRA_005050sa	tig00000054
add	augustus_masked-tig00000054-abinit-gene-9.39-mRNA-1	BFRA_005066sa	tig00000054
add	augustus_masked-tig00000061-abinit-gene-13.30-mRNA-1	BFRA_008517sa	tig00000061
add	augustus_masked-tig00000061-abinit-gene-2.55-mRNA-1	BFRA_008205sa	tig00000061
add	augustus_masked-tig00000061-abinit-gene-3.30-mRNA-1	BFRA_008222sa	tig00000061
add	augustus_masked-tig00000061-abinit-gene-5.36-mRNA-1	BFRA_008290sa	tig00000061
add	augustus_masked-tig00000061-abinit-gene-5.37-mRNA-1	BFRA_008295sa	tig00000061
add	augustus_masked-tig00000061-abinit-gene-5.50-mRNA-1	BFRA_008296sa	tig00000061
add	augustus_masked-tig00000061-abinit-gene-9.45-mRNA-1	BFRA_008438sa	tig00000061
add	augustus_masked-tig00000075-abinit-gene-14.47-mRNA-1	BFRA_005954sa	tig00000075
add	augustus_masked-tig00000075-abinit-gene-15.52-mRNA-1	BFRA_005984sa	tig00000075
add	augustus_masked-tig00000075-abinit-gene-23.64-mRNA-1	BFRA_006198sa	tig00000075
add	augustus_masked-tig00000101-abinit-gene-1.43-mRNA-1	BFRA_008671sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-1.45-mRNA-1	BFRA_008681sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-1.56-mRNA-1	BFRA_008677sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-11.27-mRNA-1	BFRA_008997sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-12.46-mRNA-1	BFRA_009044sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-8.44-mRNA-1	BFRA_008903sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-8.45-mRNA-1	BFRA_008905sa	tig00000101
add	augustus_masked-tig00000101-abinit-gene-9.62-mRNA-1	BFRA_008945sa	tig00000101
add	augustus_masked-tig00000112-abinit-gene-15.38-mRNA-1	BFRA_008021sa	tig00000112
add	augustus_masked-tig00000112-abinit-gene-9.43-mRNA-1	BFRA_007851sa	tig00000112
add	augustus_masked-tig00000161-abinit-gene-11.48-mRNA-1	BFRA_009543sa	tig00000161
add	augustus_masked-tig00000161-abinit-gene-3.47-mRNA-1	BFRA_009268sa	tig00000161
add	augustus_masked-tig00000161-abinit-gene-7.30-mRNA-1	BFRA_009387sa	tig00000161
add	augustus_masked-tig00000163-abinit-gene-12.96-mRNA-1	BFRA_009978sa	tig00000163
add	augustus_masked-tig00000163-abinit-gene-2.48-mRNA-1	BFRA_009682sa	tig00000163
add	augustus_masked-tig00000163-abinit-gene-4.24-mRNA-1	BFRA_009730sa	tig00000163
add	augustus_masked-tig00000186-abinit-gene-3.65-mRNA-1	BFRA_010135sa	tig00000186
add	augustus_masked-tig00000186-abinit-gene-6.38-mRNA-1	BFRA_010222sa	tig00000186
add	augustus_masked-tig00000223-abinit-gene-7.35-mRNA-1	BFRA_010972sa	tig00000223
add	augustus_masked-tig00000251-abinit-gene-6.63-mRNA-1	BFRA_011800sa	tig00000251
add	augustus_masked-tig00000255-abinit-gene-3.34-mRNA-1	BFRA_011880sa	tig00000255
add	augustus_masked-tig00000255-abinit-gene-4.41-mRNA-1	BFRA_011911sa	tig00000255
add	augustus_masked-tig00000255-abinit-gene-5.39-mRNA-1	BFRA_011943sa	tig00000255
add	augustus_masked-tig00000260-abinit-gene-0.42-mRNA-1	BFRA_012015sa	tig00000260
add	augustus_masked-tig00000270-abinit-gene-0.44-mRNA-1	BFRA_012194sa	tig00000270
add	augustus_masked-tig00000270-abinit-gene-1.34-mRNA-1	BFRA_012221sa	tig00000270
add	augustus_masked-tig00000270-abinit-gene-3.65-mRNA-1	BFRA_012285sa	tig00000270
add	augustus_masked-tig00000347-abinit-gene-0.11-mRNA-1	BFRA_012467sa	tig00000347
add	augustus_masked-tig00000795-abinit-gene-17.69-mRNA-1	BFRA_007466sa	tig00000795
add	augustus_masked-tig00000795-abinit-gene-19.55-mRNA-1	BFRA_007525sa	tig00000795
add	augustus_masked-tig00000795-abinit-gene-19.63-mRNA-1	BFRA_007538sa	tig00000795
add	genemark-tig00000001-abinit-gene-1.25-mRNA-1	BFRA_000053sa	tig00000001
add	genemark-tig00000001-abinit-gene-21.16-mRNA-1	BFRA_000658sa	tig00000001
add	genemark-tig00000012-abinit-gene-11.1-mRNA-1	BFRA_002566sa	tig00000012
add	genemark-tig00000012-abinit-gene-18.16-mRNA-1	BFRA_002776sa	tig00000012
add	genemark-tig00000012-abinit-gene-18.17-mRNA-1	BFRA_002776sb	tig00000012
add	genemark-tig00000037-abinit-gene-0.8-mRNA-1	BFRA_011354sa	tig00000037
add	genemark-tig00000045-abinit-gene-12.15-mRNA-1	BFRA_003613sa	tig00000045
add	genemark-tig00000045-abinit-gene-18.1-mRNA-1	BFRA_003742sa	tig00000045
add	genemark-tig00000050-abinit-gene-10.30-mRNA-1	BFRA_004347sa	tig00000050
add	genemark-tig00000050-abinit-gene-10.31-mRNA-1	BFRA_004347sb	tig00000050
add	genemark-tig00000161-abinit-gene-9.22-mRNA-1	BFRA_009476sa	tig00000161
add	augustus_masked-tig00000161-abinit-gene-9.57-mRNA-1	BFRA_009476sb	tig00000161
add	genemark-tig00000251-abinit-gene-0.27-mRNA-1	BFRA_011593sa	tig00000251
add	genemark-tig00000251-abinit-gene-1.4-mRNA-1	BFRA_011619sa	tig00000251
add	genemark-tig00000251-abinit-gene-6.41-mRNA-1	BFRA_011801sa	tig00000251
add	genemark-tig00000795-abinit-gene-12.31-mRNA-1	BFRA_007311sa	tig00000795
add	genemark-tig00000795-abinit-gene-19.28-mRNA-1	BFRA_007564sa	tig00000795
add	genemark-tig00000795-abinit-gene-3.0-mRNA-1	BFRA_007018sa	tig00000795
add	genemark-tig00000795-abinit-gene-3.1-mRNA-1	BFRA_007018sb	tig00000795
add	genemark-tig00000797-abinit-gene-4.7-mRNA-1	BFRA_010511sa	tig00000797
add	snap_masked-tig00000000-abinit-gene-14.58-mRNA-1	BFRA_006661sa	tig00000000
add	augustus_masked-tig00000000-abinit-gene-14.36-mRNA-1	BFRA_006661sb	tig00000000
add	snap_masked-tig00000012-abinit-gene-30.62-mRNA-1	BFRA_003160sa	tig00000012
add	snap_masked-tig00000163-abinit-gene-9.68-mRNA-1	BFRA_009869sa	tig00000163
add	genemark-tig00000050-abinit-gene-10.2-mRNA-1	BFRA_004323sa	tig00000050
add	genemark-tig00000050-abinit-gene-10.1-mRNA-1	BFRA_004323sb	tig00000050
add	augustus_masked-tig00000000-abinit-gene-0.32-mRNA-1	BFRA_006221ia	tig00000000
add	augustus_masked-tig00000000-abinit-gene-0.33-mRNA-1	BFRA_006221ib	tig00000000
add	augustus_masked-tig00000000-abinit-gene-1.53-mRNA-1	BFRA_006252ia	tig00000000
add	augustus_masked-tig00000000-abinit-gene-13.37-mRNA-1	BFRA_006629ia	tig00000000
add	augustus_masked-tig00000000-abinit-gene-13.43-mRNA-1	BFRA_006648ia	tig00000000
add	augustus_masked-tig00000000-abinit-gene-22.83-mRNA-1	BFRA_006934ia	tig00000000
add	augustus_masked-tig00000000-abinit-gene-22.89-mRNA-1	BFRA_006945ia	tig00000000
add	augustus_masked-tig00000000-abinit-gene-6.41-mRNA-1	BFRA_006417ia	tig00000000
add	augustus_masked-tig00000001-abinit-gene-1.48-mRNA-1	BFRA_000044ia	tig00000001
add	augustus_masked-tig00000001-abinit-gene-17.36-mRNA-1	BFRA_000532ia	tig00000001
add	genemark-tig00000001-abinit-gene-17.7-mRNA-1	BFRA_000532ib	tig00000001
add	augustus_masked-tig00000001-abinit-gene-20.34-mRNA-1	BFRA_000614ia	tig00000001
add	augustus_masked-tig00000001-abinit-gene-20.53-mRNA-1	BFRA_000629ia	tig00000001
add	augustus_masked-tig00000001-abinit-gene-21.53-mRNA-1	BFRA_000664ia	tig00000001
add	augustus_masked-tig00000001-abinit-gene-35.52-mRNA-1	BFRA_001093ia	tig00000001
add	augustus_masked-tig00000001-abinit-gene-7.43-mRNA-1	BFRA_000219ia	tig00000001
add	augustus_masked-tig00000006-abinit-gene-10.49-mRNA-1	BFRA_001506ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-11.41-mRNA-1	BFRA_001531ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-11.57-mRNA-1	BFRA_001525ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-12.34-mRNA-1	BFRA_001549ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-12.48-mRNA-1	BFRA_001550ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-16.48-mRNA-1	BFRA_001685ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-16.47-mRNA-1	BFRA_001685ib	tig00000006
add	augustus_masked-tig00000006-abinit-gene-24.53-mRNA-1	BFRA_001913ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-27.51-mRNA-1	BFRA_001994ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-28.51-mRNA-1	BFRA_002025ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-29.32-mRNA-1	BFRA_002069ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-29.33-mRNA-1	BFRA_002069ib	tig00000006
add	augustus_masked-tig00000006-abinit-gene-3.39-mRNA-1	BFRA_001278ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-33.60-mRNA-1	BFRA_002202ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-33.77-mRNA-1	BFRA_002194ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-5.31-mRNA-1	BFRA_001327ia	tig00000006
add	augustus_masked-tig00000006-abinit-gene-9.34-mRNA-1	BFRA_001464ia	tig00000006
add	augustus_masked-tig00000012-abinit-gene-1.44-mRNA-1	BFRA_002259ia	tig00000012
add	augustus_masked-tig00000012-abinit-gene-16.46-mRNA-1	BFRA_002723ia	tig00000012
add	augustus_masked-tig00000012-abinit-gene-19.30-mRNA-1	BFRA_002821ia	tig00000012
add	augustus_masked-tig00000012-abinit-gene-26.31-mRNA-1	BFRA_003028ia	tig00000012
add	augustus_masked-tig00000012-abinit-gene-28.48-mRNA-1	BFRA_003101ia	tig00000012
add	augustus_masked-tig00000012-abinit-gene-29.59-mRNA-1	BFRA_003128ia	tig00000012
add	augustus_masked-tig00000037-abinit-gene-1.35-mRNA-1	BFRA_011390ia	tig00000037
add	augustus_masked-tig00000037-abinit-gene-5.59-mRNA-1	BFRA_011512ia	tig00000037
add	augustus_masked-tig00000037-abinit-gene-5.60-mRNA-1	BFRA_011512ib	tig00000037
add	augustus_masked-tig00000045-abinit-gene-10.56-mRNA-1	BFRA_003522ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-17.57-mRNA-1	BFRA_003739ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-23.38-mRNA-1	BFRA_003917ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-23.42-mRNA-1	BFRA_003895ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-24.54-mRNA-1	BFRA_003934ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-26.27-mRNA-1	BFRA_003971ia	tig00000045
add	genemark-tig00000045-abinit-gene-26.2-mRNA-1	BFRA_003971ib	tig00000045
add	augustus_masked-tig00000045-abinit-gene-7.33-mRNA-1	BFRA_003417ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-7.56-mRNA-1	BFRA_003438ia	tig00000045
add	augustus_masked-tig00000045-abinit-gene-8.38-mRNA-1	BFRA_003444ia	tig00000045
add	augustus_masked-tig00000050-abinit-gene-0.30-mRNA-1	BFRA_004043ia	tig00000050
add	augustus_masked-tig00000050-abinit-gene-18.54-mRNA-1	BFRA_004582ia	tig00000050
add	augustus_masked-tig00000050-abinit-gene-21.34-mRNA-1	BFRA_004655ia	tig00000050
add	augustus_masked-tig00000050-abinit-gene-21.46-mRNA-1	BFRA_004656ia	tig00000050
add	augustus_masked-tig00000050-abinit-gene-23.40-mRNA-1	BFRA_004711ia	tig00000050
add	augustus_masked-tig00000050-abinit-gene-5.43-mRNA-1	BFRA_004188ia	tig00000050
add	genemark-tig00000050-abinit-gene-5.19-mRNA-1	BFRA_004188ib	tig00000050
add	augustus_masked-tig00000054-abinit-gene-24.51-mRNA-1	BFRA_005450ia	tig00000054
add	augustus_masked-tig00000054-abinit-gene-6.31-mRNA-1	BFRA_004961ia	tig00000054
add	augustus_masked-tig00000061-abinit-gene-1.54-mRNA-1	BFRA_008177ia	tig00000061
add	augustus_masked-tig00000061-abinit-gene-12.49-mRNA-1	BFRA_008477ia	tig00000061
add	augustus_masked-tig00000061-abinit-gene-13.52-mRNA-1	BFRA_008540ia	tig00000061
add	augustus_masked-tig00000061-abinit-gene-4.40-mRNA-1	BFRA_008248ia	tig00000061
add	augustus_masked-tig00000061-abinit-gene-4.41-mRNA-1	BFRA_008248ib	tig00000061
add	augustus_masked-tig00000075-abinit-gene-0.35-mRNA-1	BFRA_005507ia	tig00000075
add	augustus_masked-tig00000075-abinit-gene-1.55-mRNA-1	BFRA_005553ia	tig00000075
add	augustus_masked-tig00000075-abinit-gene-1.57-mRNA-1	BFRA_005555ia	tig00000075
add	augustus_masked-tig00000075-abinit-gene-1.58-mRNA-1	BFRA_005555ib	tig00000075
add	augustus_masked-tig00000075-abinit-gene-2.28-mRNA-1	BFRA_005569ia	tig00000075
add	augustus_masked-tig00000075-abinit-gene-21.28-mRNA-1	BFRA_006127ia	tig00000075
add	augustus_masked-tig00000075-abinit-gene-22.38-mRNA-1	BFRA_006151ia	tig00000075
add	augustus_masked-tig00000101-abinit-gene-13.25-mRNA-1	BFRA_009063ia	tig00000101
add	augustus_masked-tig00000101-abinit-gene-6.40-mRNA-1	BFRA_008837ia	tig00000101
add	augustus_masked-tig00000101-abinit-gene-6.63-mRNA-1	BFRA_008847ia	tig00000101
add	augustus_masked-tig00000112-abinit-gene-4.55-mRNA-1	BFRA_007701ia	tig00000112
add	augustus_masked-tig00000112-abinit-gene-6.47-mRNA-1	BFRA_007768ia	tig00000112
add	augustus_masked-tig00000112-abinit-gene-7.53-mRNA-1	BFRA_007812ia	tig00000112
add	augustus_masked-tig00000161-abinit-gene-1.28-mRNA-1	BFRA_009190ia	tig00000161
add	augustus_masked-tig00000161-abinit-gene-10.36-mRNA-1	BFRA_009501ia	tig00000161
add	augustus_masked-tig00000161-abinit-gene-12.48-mRNA-1	BFRA_009552ia	tig00000161
add	augustus_masked-tig00000161-abinit-gene-4.50-mRNA-1	BFRA_009309ia	tig00000161
add	augustus_masked-tig00000161-abinit-gene-9.41-mRNA-1	BFRA_009444ia	tig00000161
add	augustus_masked-tig00000163-abinit-gene-0.33-mRNA-1	BFRA_009611ia	tig00000163
add	augustus_masked-tig00000163-abinit-gene-12.71-mRNA-1	BFRA_009991ia	tig00000163
add	augustus_masked-tig00000163-abinit-gene-7.53-mRNA-1	BFRA_009821ia	tig00000163
add	augustus_masked-tig00000186-abinit-gene-3.52-mRNA-1	BFRA_010110ia	tig00000186
add	augustus_masked-tig00000186-abinit-gene-4.36-mRNA-1	BFRA_010147ia	tig00000186
add	augustus_masked-tig00000223-abinit-gene-1.43-mRNA-1	BFRA_010754ia	tig00000223
add	augustus_masked-tig00000223-abinit-gene-3.42-mRNA-1	BFRA_010846ia	tig00000223
add	augustus_masked-tig00000223-abinit-gene-6.36-mRNA-1	BFRA_010937ia	tig00000223
add	augustus_masked-tig00000225-abinit-gene-1.45-mRNA-1	BFRA_011114ia	tig00000225
add	augustus_masked-tig00000225-abinit-gene-3.30-mRNA-1	BFRA_011176ia	tig00000225
add	augustus_masked-tig00000225-abinit-gene-4.50-mRNA-1	BFRA_011191ia	tig00000225
add	augustus_masked-tig00000225-abinit-gene-6.47-mRNA-1	BFRA_011275ia	tig00000225
add	augustus_masked-tig00000251-abinit-gene-6.43-mRNA-1	BFRA_011763ia	tig00000251
add	augustus_masked-tig00000251-abinit-gene-6.44-mRNA-1	BFRA_011763ib	tig00000251
add	augustus_masked-tig00000255-abinit-gene-5.43-mRNA-1	BFRA_011953ia	tig00000255
add	augustus_masked-tig00000260-abinit-gene-0.37-mRNA-1	BFRA_012008ia	tig00000260
add	augustus_masked-tig00000274-abinit-gene-1.40-mRNA-1	BFRA_012347ia	tig00000274
